ID,sex,personal_status,checking_account_status,credit_duration_months,credit_history,credit_purpose,credit_amount,savings,employed_since_years,installment_rate,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,num_existing_credits,job_status,num_people_liable_for,telephone,foreign_worker,credit_risk,age_groups
776,male,married/widowed,... >= 200 DM,36,all credits at this bank paid back duly,others,3535,unknown/no savings account,4 <= ... < 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,37,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
981,male,married/widowed,... >= 200 DM,48,no credits taken/all credits paid back duly,retraining,4844,unknown/no savings account,unemployed,20 <= ... < 25,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,33,bank,for free,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
877,male,married/widowed,... >= 200 DM,36,no credits taken/all credits paid back duly,furniture/equipment,3595,unknown/no savings account,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,28,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
889,male,married/widowed,... >= 200 DM,28,critical account/other credits existing (not at this bank),car (new),7824,.. >= 1000 DM,... < 1 year,20 <= ... < 25,guarantor,>= 7 yrs,unknown/no property,40,bank,for free,2-3,skilled employee/official,3 or more,True,False,0,1
17,male,married/widowed,no checking account,30,delay in paying off in the past,retraining,8072,.. >= 1000 DM,... < 1 year,25 <= ... < 35,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,25,bank,rent,4-5,skilled employee/official,0 to 2,False,False,0,1
258,female/male,female (non-single) or male (single),... >= 200 DM,15,no credits taken/all credits paid back duly,car (new),3812,... < 100 DM,... < 1 year,>= 35,none,>= 7 yrs,building society savings agreement/life insurance,23,none,rent,1,skilled employee/official,0 to 2,True,False,0,0
405,female,single,... < 0 DM,24,no credits taken/all credits paid back duly,furniture/equipment,2039,unknown/no savings account,... < 1 year,>= 35,none,< 1 yr,car or other,22,none,rent,1,skilled employee/official,0 to 2,True,False,1,0
128,male,married/widowed,... < 0 DM,12,all credits at this bank paid back duly,car (new),1860,unknown/no savings account,unemployed,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,34,none,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
681,male,married/widowed,... >= 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,2279,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,real estate,37,none,own,1,skilled employee/official,0 to 2,True,False,0,1
359,female/male,female (non-single) or male (single),no checking account,30,no credits taken/all credits paid back duly,car (used),2406,unknown/no savings account,4 <= ... < 7 years,< 20,none,>= 7 yrs,unknown/no property,23,none,for free,1,skilled employee/official,0 to 2,False,False,1,0
477,male,married/widowed,0 <= ... < 200 DM,24,no credits taken/all credits paid back duly,furniture/equipment,5152,unknown/no savings account,4 <= ... < 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,25,bank,rent,1,skilled employee/official,0 to 2,False,False,0,1
758,male,married/widowed,... >= 200 DM,24,no credits taken/all credits paid back duly,others,1393,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,guarantor,1 <= ... < 4 yrs,unknown/no property,31,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
972,female/male,female (non-single) or male (single),no checking account,24,critical account/other credits existing (not at this bank),others,1193,unknown/no savings account,unemployed,>= 35,co-applicant,>= 7 yrs,real estate,29,none,for free,2-3,unemployed/unskilled - non-resident,0 to 2,False,False,1,1
873,female/male,female (non-single) or male (single),... >= 200 DM,15,no credits taken/all credits paid back duly,radio/television,874,.. >= 1000 DM,... < 1 year,< 20,none,< 1 yr,unknown/no property,24,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
784,male,divorced/separated,... < 0 DM,20,no credits taken/all credits paid back duly,car (new),6468,.. >= 1000 DM,unemployed,>= 35,none,>= 7 yrs,unknown/no property,60,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
381,female/male,female (non-single) or male (single),... < 0 DM,18,no credits taken/all credits paid back duly,car (new),12976,unknown/no savings account,unemployed,20 <= ... < 25,none,>= 7 yrs,real estate,38,none,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
876,male,married/widowed,no checking account,18,critical account/other credits existing (not at this bank),furniture/equipment,1940,unknown/no savings account,... < 1 year,20 <= ... < 25,co-applicant,>= 7 yrs,real estate,36,bank,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
582,female/male,female (non-single) or male (single),... >= 200 DM,9,no credits taken/all credits paid back duly,car (used),1388,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,unknown/no property,26,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
418,female/male,female (non-single) or male (single),... >= 200 DM,21,no credits taken/all credits paid back duly,others,2782,100 <= ... < 500 DM,4 <= ... < 7 years,>= 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,31,bank,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,False,False,0,1
824,male,divorced/separated,... >= 200 DM,18,all credits at this bank paid back duly,car (used),3780,unknown/no savings account,... < 1 year,20 <= ... < 25,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,35,none,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
850,female,single,no checking account,20,all credits at this bank paid back duly,others,2235,unknown/no savings account,1 <= ... < 4 years,< 20,guarantor,1 <= ... < 4 yrs,car or other,33,bank,for free,2-3,skilled employee/official,0 to 2,False,True,1,1
621,male,married/widowed,... >= 200 DM,18,all credits at this bank paid back duly,others,1530,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,32,bank,rent,2-3,skilled employee/official,0 to 2,False,False,1,1
100,female,single,... >= 200 DM,24,no credits taken/all credits paid back duly,others,1469,... < 100 DM,.. >= 7 years,< 20,none,>= 7 yrs,unknown/no property,41,none,for free,1,unskilled - resident,0 to 2,False,False,0,1
223,male,married/widowed,... >= 200 DM,24,existing credits paid back duly till now,retraining,2978,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,unknown/no property,32,none,rent,2-3,skilled employee/official,3 or more,True,False,0,1
417,female/male,female (non-single) or male (single),no checking account,18,existing credits paid back duly till now,repairs,8471,.. >= 1000 DM,1 <= ... < 4 years,>= 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,23,none,for free,2-3,skilled employee/official,0 to 2,True,False,0,0
605,male,married/widowed,no checking account,24,critical account/other credits existing (not at this bank),car (used),2828,100 <= ... < 500 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,unknown/no property,22,stores,rent,1,skilled employee/official,0 to 2,True,False,0,0
10,female/male,female (non-single) or male (single),... < 0 DM,12,no credits taken/all credits paid back duly,others,1295,unknown/no savings account,... < 1 year,20 <= ... < 25,none,< 1 yr,building society savings agreement/life insurance,25,none,for free,1,skilled employee/official,0 to 2,False,False,1,1
41,male,divorced/separated,... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1158,100 <= ... < 500 DM,1 <= ... < 4 years,20 <= ... < 25,none,< 1 yr,building society savings agreement/life insurance,26,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
253,male,married/widowed,... >= 200 DM,24,existing credits paid back duly till now,car (used),4151,... < 100 DM,1 <= ... < 4 years,25 <= ... < 35,none,4 <= ... < 7 yrs,car or other,35,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
710,male,married/widowed,... >= 200 DM,18,all credits at this bank paid back duly,furniture/equipment,629,100 <= ... < 500 DM,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,car or other,32,bank,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
663,male,married/widowed,... < 0 DM,6,existing credits paid back duly till now,car (used),1050,unknown/no savings account,unemployed,< 20,none,< 1 yr,car or other,35,stores,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
317,female/male,female (non-single) or male (single),... < 0 DM,24,no credits taken/all credits paid back duly,car (used),4351,.. >= 1000 DM,1 <= ... < 4 years,>= 35,none,>= 7 yrs,car or other,48,none,rent,1,unskilled - resident,0 to 2,True,False,0,1
257,male,divorced/separated,no checking account,12,critical account/other credits existing (not at this bank),furniture/equipment,2149,unknown/no savings account,1 <= ... < 4 years,< 20,none,< 1 yr,real estate,29,none,own,1,skilled employee/official,0 to 2,False,False,1,1
466,female/male,female (non-single) or male (single),no checking account,24,existing credits paid back duly till now,furniture/equipment,1659,unknown/no savings account,... < 1 year,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,29,none,for free,1,unskilled - resident,0 to 2,True,False,1,1
362,female/male,female (non-single) or male (single),0 <= ... < 200 DM,12,existing credits paid back duly till now,others,2247,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,36,stores,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
750,female/male,female (non-single) or male (single),no checking account,6,no credits taken/all credits paid back duly,car (used),428,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,< 1 yr,car or other,49,bank,rent,1,skilled employee/official,0 to 2,True,False,0,1
492,female/male,female (non-single) or male (single),... >= 200 DM,6,all credits at this bank paid back duly,furniture/equipment,1237,... < 100 DM,1 <= ... < 4 years,>= 35,none,< 1 yr,car or other,27,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
468,female/male,female (non-single) or male (single),... >= 200 DM,33,existing credits paid back duly till now,retraining,2764,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,26,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
515,female/male,female (non-single) or male (single),no checking account,6,all credits at this bank paid back duly,others,609,unknown/no savings account,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,car or other,37,none,rent,2-3,skilled employee/official,0 to 2,False,True,0,1
810,female,single,... < 0 DM,8,no credits taken/all credits paid back duly,retraining,907,unknown/no savings account,... < 1 year,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown/no property,26,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
432,male,married/widowed,no checking account,6,all credits at this bank paid back duly,car (used),1872,unknown/no savings account,unemployed,< 20,none,>= 7 yrs,real estate,36,none,own,4-5,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
247,male,married/widowed,... >= 200 DM,6,delay in paying off in the past,others,1204,... < 100 DM,1 <= ... < 4 years,< 20,none,< 1 yr,real estate,35,bank,for free,1,skilled employee/official,0 to 2,False,True,0,1
13,male,married/widowed,no checking account,24,all credits at this bank paid back duly,others,1199,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,60,none,rent,2-3,unskilled - resident,0 to 2,False,False,1,1
336,female/male,female (non-single) or male (single),... < 0 DM,13,no credits taken/all credits paid back duly,furniture/equipment,2101,unknown/no savings account,... < 1 year,25 <= ... < 35,guarantor,>= 7 yrs,car or other,23,none,rent,1,unskilled - resident,0 to 2,False,False,0,0
86,female/male,female (non-single) or male (single),... < 0 DM,18,all credits at this bank paid back duly,car (used),1295,unknown/no savings account,... < 1 year,< 20,none,< 1 yr,car or other,27,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
813,male,married/widowed,no checking account,48,no credits taken/all credits paid back duly,radio/television,3051,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,>= 7 yrs,building society savings agreement/life insurance,54,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
846,male,married/widowed,... >= 200 DM,18,no credits taken/all credits paid back duly,others,6761,.. >= 1000 DM,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,68,none,for free,2-3,skilled employee/official,0 to 2,False,False,1,1
356,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,furniture/equipment,2331,.. >= 1000 DM,.. >= 7 years,>= 35,co-applicant,>= 7 yrs,unknown/no property,49,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
507,male,married/widowed,... < 0 DM,15,critical account/other credits existing (not at this bank),others,6850,... < 100 DM,unemployed,>= 35,none,1 <= ... < 4 yrs,car or other,34,none,rent,1,management/self-employed/highly qualified employee/officer,3 or more,True,False,1,1
261,female/male,female (non-single) or male (single),no checking account,24,no credits taken/all credits paid back duly,furniture/equipment,1603,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,55,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
433,male,divorced/separated,... >= 200 DM,24,all credits at this bank paid back duly,domestic appliances,2058,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,unknown/no property,33,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
267,female/male,female (non-single) or male (single),... >= 200 DM,24,no credits taken/all credits paid back duly,furniture/equipment,1533,unknown/no savings account,... < 1 year,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,38,stores,rent,1,skilled employee/official,0 to 2,True,False,0,1
527,male,married/widowed,... >= 200 DM,4,all credits at this bank paid back duly,furniture/equipment,1503,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,none,< 1 yr,unknown/no property,42,none,rent,2-3,unskilled - resident,3 or more,False,False,0,1
